nombre,categoria,departamento,municipio,telefono,enlace,enlace_canonico,fuente,anio,atractivo,codigo,colegio,constitucionbien,descripcioncompleta,descripción,direccion,estadoconservacion,indicador,link,mes,pais_origen,prestador,registro_nacional_de_turismo,representatividad,responsable,ubicación,valor,vereda
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,5,Paraguay,,,,,,3.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,5,Países Bajos,,,,,,4.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,5,Perú,,,,,,14.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,5,República Dominicana,,,,,,22.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,5,Rumania,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,5,Rusia,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,5,Ucrania,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,5,Uruguay,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes total por departamento,,5,,,,,,,230.0,
,,TOLIMA,Ibagué,,,,otra,2021,Parque Nacional Natural Nevados,,,,,,,,Visitantes por atractivo,,5,,,,,,,1030.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Alemania,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Brasil,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Canadá,,,,,,4.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Chile,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,China,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Costa Rica,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Ecuador,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,España,,,,,,6.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Estados Unidos,,,,,,12.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,México,,,,,,2.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Países Bajos,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes total por departamento,,6,,,,,,,31.0,
,,HUILA,ACEVEDO,,,,otra,2021,,,,,,,,,Visitantes a Parques Nacionales Naturales,,6,,,,,,,24,
,,HUILA,ACEVEDO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,1,
,,HUILA,AIPE,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,1,
,,HUILA,CAMPOALEGRE,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,1,
,,HUILA,GIGANTE,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,1,
,,HUILA,GUADALUPE,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,3,
,,HUILA,LA ARGENTINA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,1,
,,HUILA,LA PLATA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,4,
,,HUILA,NEIVA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,171,
,,HUILA,NEIVA,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,6,,,,,,,6104,
,,HUILA,PALERMO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,2,
,,HUILA,PITALITO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,31,
,,HUILA,PITALITO,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,6,,,,,,,742,
,,HUILA,RIVERA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,9,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Argentina,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Aruba,,,,,,2.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Bahamas,,,,,,2.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Bolivia,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Brasil,,,,,,3.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Canadá,,,,,,2.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Chile,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Costa Rica,,,,,,4.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Dinamarca,,,,,,2.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Ecuador,,,,,,7.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,El Salvador,,,,,,2.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Emiratos Árabes Unidos,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,España,,,,,,25.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Estados Unidos,,,,,,133.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Francia,,,,,,11.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Grecia,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Guatemala,,,,,,2.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Honduras,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Italia,,,,,,3.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,México,,,,,,23.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Nicaragua,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Panamá,,,,,,3.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Países Bajos,,,,,,2.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Perú,,,,,,9.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Reino Unido,,,,,,2.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,República Checa,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,República Dominicana,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Rumania,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Suecia,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Suiza,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Uruguay,,,,,,2.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes total por departamento,,6,,,,,,,251.0,
,,HUILA,Acevedo,,,,otra,2021,Parque Nacional Natural Cueva de los Guacharos,,,,,,,,Visitantes por atractivo,,6,,,,,,,24.0,
,,PUTUMAYO,MOCOA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,7,
,,PUTUMAYO,SAN MIGUEL,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,1,
,,PUTUMAYO,SIBUNDOY,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,1,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Argentina,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Bélgica,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Chile,,,,,,2.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Costa Rica,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,El Salvador,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,España,,,,,,2.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Estados Unidos,,,,,,4.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Francia,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Italia,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,México,,,,,,6.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Organismos internacionales,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Panamá,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Perú,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Reino Unido,,,,,,2.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,República Dominicana,,,,,,2.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Uruguay,,,,,,3.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes total por departamento,,6,,,,,,,30.0,
,,TOLIMA,ALPUJARRA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,3,
,,TOLIMA,ARMERO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,1,
,,TOLIMA,CAJAMARCA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,3,
,,TOLIMA,CHAPARRAL,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,2,
,,TOLIMA,CHAPARRAL,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,6,,,,,,,0,
,,TOLIMA,ESPINAL,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,6,
,,TOLIMA,ESPINAL,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,6,,,,,,,2,
,,TOLIMA,FLANDES,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,4,
,,TOLIMA,FLANDES,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,6,,,,,,,44,
,,TOLIMA,GUAMO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,1,
,,TOLIMA,HONDA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,5,
,,TOLIMA,MARIQUITA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,3,
,,TOLIMA,MARIQUITA,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,6,,,,,,,9,
,,TOLIMA,MELGAR,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,32,
,,TOLIMA,NATAGAIMA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,1,
,,TOLIMA,SALDAÑA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,1,
,,TOLIMA,SALDAÑA,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,6,,,,,,,3,
,,TOLIMA,SAN LUIS,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,6,,,,,,,1,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Alemania,,,,,,9.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Argentina,,,,,,9.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Brasil,,,,,,12.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Bélgica,,,,,,4.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Canadá,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Chile,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,China,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Costa Rica,,,,,,3.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Cuba,,,,,,4.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Ecuador,,,,,,17.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,España,,,,,,27.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Estados Unidos,,,,,,182.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Francia,,,,,,6.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Haití,,,,,,2.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Honduras,,,,,,2.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Israel,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Italia,,,,,,13.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,México,,,,,,58.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Nicaragua,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Noruega,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Panamá,,,,,,6.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Paraguay,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Perú,,,,,,12.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Polonia,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Portugal,,,,,,2.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Reino Unido,,,,,,3.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,República Dominicana,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Rusia,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Sudáfrica,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Suecia,,,,,,2.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Suiza,,,,,,3.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Taiwán,,,,,,1.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Turquía,,,,,,3.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,6,Uruguay,,,,,,2.0,
,,TOLIMA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes total por departamento,,6,,,,,,,393.0,
,,TOLIMA,Ibagué,,,,otra,2021,Parque Nacional Natural Nevados,,,,,,,,Visitantes por atractivo,,6,,,,,,,4167.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Alemania,,,,,,5.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Argentina,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Azerbaiyán,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Brasil,,,,,,4.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Canadá,,,,,,2.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Cuba,,,,,,2.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Ecuador,,,,,,2.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,El Salvador,,,,,,2.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,España,,,,,,6.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Estados Unidos,,,,,,18.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Italia,,,,,,2.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,México,,,,,,3.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Organismos internacionales,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Países Bajos,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Perú,,,,,,6.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Reino Unido,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,República Dominicana,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Suiza,,,,,,1.0,
,,CAQUETA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes total por departamento,,7,,,,,,,59.0,
,,HUILA,ACEVEDO,,,,otra,2021,,,,,,,,,Visitantes a Parques Nacionales Naturales,,7,,,,,,,8,
,,HUILA,ACEVEDO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,1,
,,HUILA,AIPE,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,1,
,,HUILA,CAMPOALEGRE,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,1,
,,HUILA,COLOMBIA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,1,
,,HUILA,GIGANTE,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,6,
,,HUILA,LA PLATA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,4,
,,HUILA,NEIVA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,175,
,,HUILA,NEIVA,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,7,,,,,,,6735,
,,HUILA,PALERMO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,2,
,,HUILA,PALERMO,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,7,,,,,,,0,
,,HUILA,PITALITO,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,25,
,,HUILA,PITALITO,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,7,,,,,,,731,
,,HUILA,RIVERA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,9,
,,HUILA,TARQUI,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,3,
,,HUILA,TESALIA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,1,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Alemania,,,,,,7.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Argentina,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Aruba,,,,,,2.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Australia,,,,,,2.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Austria,,,,,,3.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Bahamas,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Bolivia,,,,,,5.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Brasil,,,,,,10.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Canadá,,,,,,10.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Costa Rica,,,,,,5.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Ecuador,,,,,,6.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,El Salvador,,,,,,2.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Emiratos Árabes Unidos,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,España,,,,,,20.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Estados Unidos,,,,,,82.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Francia,,,,,,8.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Guatemala,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Guyana,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,India,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Israel,,,,,,5.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Italia,,,,,,5.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,México,,,,,,25.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Mónaco,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Nicaragua,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Panamá,,,,,,6.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Países Bajos,,,,,,18.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Perú,,,,,,12.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Portugal,,,,,,3.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Reino Unido,,,,,,2.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,República Checa,,,,,,1.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,República Dominicana,,,,,,2.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Suiza,,,,,,9.0,
,,HUILA,,,,,otra,2021,,,,,,,,,Visitantes No Residentes total por departamento,,7,,,,,,,258.0,
,,HUILA,Acevedo,,,,otra,2021,Parque Nacional Natural Cueva de los Guacharos,,,,,,,,Visitantes por atractivo,,7,,,,,,,8.0,
,,PUTUMAYO,MOCOA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,22,
,,PUTUMAYO,SAN MIGUEL,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,1,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Bélgica,,,,,,2.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Chile,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Ecuador,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,España,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Estados Unidos,,,,,,4.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Francia,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Irlanda,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Islandia,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,México,,,,,,16.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Países Bajos,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes por origen,,7,Reino Unido,,,,,,1.0,
,,PUTUMAYO,,,,,otra,2021,,,,,,,,,Visitantes No Residentes total por departamento,,7,,,,,,,30.0,
,,TOLIMA,ALPUJARRA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,1,
,,TOLIMA,CAJAMARCA,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,2,
,,TOLIMA,CHAPARRAL,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,7,,,,,,,0,
,,TOLIMA,CUNDAY,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,1,
,,TOLIMA,ESPINAL,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,6,
,,TOLIMA,ESPINAL,,,,otra,2021,,,,,,,,,llegadas pasajeros Nacionales,,7,,,,,,,1,
,,TOLIMA,FLANDES,,,,otra,2021,,,,,,,,,Visitantes extranjeros no residentes,,7,,,,,,,1,
