Departamento,Municipio,Nombre,Link,Vereda,Direccion,Codigo,Responsable,Telefono,EstadoConservacion,ConstitucionBien,Representatividad,Ubicación,Descripción,DescripcionCompleta
Huila,La Argentina,MUSEO ARQUEOLOGICO COMUNITARIO DE LA ARGENTINA,https://huila.travel/inventario/107,CASCO URBANO,PARQUE CENTRAL EN EL CASCO URB,1.1.4.4,SITYC Huila,2311610,14%,,28%,"La Argentina, PARQUE CENTRAL EN EL CASCO URB.",(1176 reviews),"Colección de piezas arqueológicas de estatuaria megalítica (6 de gran importancia), cerámica, objetos líticos de los periodos Formativo I II III, Clásico Regional (1 d.c. a 900 d.c.) y Reciente (900 d.c. al 1530 d.c.). Muestra una réplica del trabajo orfebre de las culturas precolombinas que habitaron la zona. En la cerámica encontramos muestras de la denominadas Barranquilla crema y Guacas café Rojizo, originarias de la Región. Su creación convoco a habitantes de la localidad a entregar piezas que habían sido encontradas con anterioridad y a apropiarse más de su patrimonio arqueológico. Las visitas deben ser programadas con anterioridad con la Casa de La Cultura o con los operadores locales. El municipio de La Argentina esta ubicado a 153 Km de la ciudad de Neiva. 116 km por una vía pavimentada en muy buen estado, hasta el municipio de La Plata y de allí por una vía sin pavimentar 23 Km por la vía La Plata, Belén , Popayán y 14 Km tomando un desvió en el centro poblado de Gallego."
Huila,Colombia,Museo Arqueológico de Santana Valle Alto del Rio Cabrera,https://huila.travel/inventario/183,Corregimiento de Santa,Centro Poblado de Santana,1.1.4.4,SYTIC,3118900000,18%,,28%,"Colombia, Centro Poblado de Santana.",(1176 reviews),"Colección de cerca de 100 piezas arqueológicas de cerámica y lítica, entre las que se cuentan vasijas rituales y de uso diario, estatuaria, las estatuas son alargadas estilo toten sin miembros inferiores, algunas con forma de falo y figuras antropozoomorfas representando a monos, algunas de las estatuas representan mujeres y hombres, algunas decoradas con líneas talladas en la cara, representando pinturas ceremoniales. Se cree que la cerámica y lítica del museo pertenece a tribus Dúos y Babaduos que habitaron el norte de lo que hoy es el departamento del Huila según investigadores, entre el año 500 y el 900 después de cristo. Los vestigios empezaron a encontrarse tras el terremoto de 1967, tras la caída de un árbol aparecieron piezas arqueologicas. Fundado en el año 2000 en el sitio donde funcionaba anteriormente la inspección d policía con apoyo para el mobiliario de la gobernación del Huila 44 Km del casco urbano del municipio de Colombia por una vía en afirmado con algunos tramos en regular estado."
Huila,Isnos,MUSEO ARQUEOLOGICO MUNICIPAL,https://huila.travel/inventario/143,CASCO URBANO,BIBLIOTECA MUNICIPAL,1.1.4.4,SITYC Huila,8328020,16%,,20%,"Isnos, BIBLIOTECA MUNICIPAL.",(1176 reviews),"Colección de importantes piezas de cerámica y lítica precolombina ubicadas en la Casa de La cultura del municipio de Isnos, no tiene horarios ni costos establecidos para el ingreso, por lo cual se debe llamar a la alcaldía si se quiere visitar Ubicado en la Casa de La Cultura del Municipio de isnos, Población localizada 228 Km de la ciudad de Neiva por una vía en muy buen estado que pasa por Pitalito."
Huila,Neiva,Museo Arqueológico Regional,https://huila.travel/inventario/286,0,Carrera 5 No. 21 - 81 Bloque Cultural piso 2,41001.1.1.1.4.4.7.5955,SYTIC HUILA,0,20%,,24%,"Neiva, Carrera 5 No. 21 - 81 Bloque Cultural piso 2.",(1176 reviews),Colección de cerca de trescientas piezas precolombinas representadas en esculturas artefactos líticos cerámica petroglifos y restos óseos ubicados en tres salas consecutivas. Las piezas de la colección fueron encontradas en los alrededores de la ciudad de Neiva y en municipios del sur ligados a la cultura agustiniana como Isnos y el mismo San Agustín. Cuentan con un guión interpretativo y se pueden programar visitas guiadas. Fortalece la educación en instituciones educativas a través de material didáctico en temas relacionados con:Amazonas la música de la vida los Muiscas y su organización social noticias de dieciséis mil años Cauca Calima Quimbaya el Huila Arqueológico y sociedades prehispánicas.El museo cuenta con un área de 350 m2 distribuida en espacios para la exposición de las piezas conferencias foros y medios audiovisuales y la oficina de administración dentro del Centro de convenciones José Eustasio Rivera Bloque Cultural. 0
Huila,Neiva,MUSEO ARQUEOLOGICO REGIONAL DE NEIVA,https://huila.travel/inventario/54,CASCO URBANO DE LA CIUDAD NEIV,CARRERA 5 # 21-81 BLOQUE CULTU,1.1.4.4,SITYC Huila,8740150,21%,,24%,"Neiva, CARRERA 5 # 21-81 BLOQUE CULTU.",(1176 reviews),"La colección está conformada por estatuaria, cerámica, petroglifos, artefactos líticos y restos óseos, contando con 300 piezas precolombinas, encontradas en los municipios de Neiva y sus alrededores, San Agustín, la Argentina, Tesalia, al igual que en la inspección de Santana, municipio de Colombia, lugares en los cuales se continúan haciendo investigaciones arqueológicas que son testimonio de los diferentes periodos de poblamiento de nuestro territorio; desde los grupos de los cazadores recolectores, hasta las sociedades que existieron a la llegada de los Españoles. Con las piezas precolombinas en exhibición, se abre un espacio para la reflexión del presente con base al estudio del pasado, esto con el fin de aportar en la proyección del futuro regional. Es un abrebocas al encuentro con la riqueza arqueológica más representativa del Huila y un acercamiento motivador a conocer el destino turístico mágico y sagrado, como se reconoce a San Agustín (Patrimonio Cultural de la Humanidad). Servicios: Visitas pedagógicas, Video conferencias, Talleres de formación, Exposiciones itinerantes, orientación y asesorías Ubicado en el Centro Cultural y de Convenciones José Eustasio Rivera. Neiva está Ubicada a 306 Km al sur de la ciudad de Bogotá, por una vía en muy buenas condiciones. Se puede llegar por vía aérea."
Huila,Pitalito,MUSEO COSTUMBRISTA HUELLAS DEL PASADO,https://huila.travel/inventario/139,COREGIMIENTO DE BRUCELAS,CALLE 5 # 3-70,1.1.4.4,SITYC Huila,8350060,16%,,20%,"Pitalito, CALLE 5 # 3-70.",(1176 reviews),"Colección de artículos de uso tradicional en la cultura campesina; piezas de cerámica y lítica precolombina e individuos de la historia natural, ubicados en un salón donde adicionalmente funciona un café. Ubicado en el parque principal del centro poblado de Bruselas, población localizada a 12 Km de Pitalito por la vía que conduce a Mocoa. El municipio de Pitalito esta ubicado a 189 km de la ciudad de Neiva."
Huila,Villavieja,Museo de Historia Natural La Tatacoa,https://huila.travel/inventario/182,0,0,O,SYTIC,0,21%,,28%,"Villavieja, 0.",(1176 reviews),"Iniciativa privada para proteger conservar y hacer divulgación científica sobre hallazgos fósiles encontrados en el norte del municipio de Villavieja, cuanta con mas de 2000 especímenes fósiles de mamíferos, reptiles, aves, peces, crustáceos, anfibios, madera y hojas. Cuenta con un laboratorio de investigación denominado Valerie Andrés, un espacio donde se puede hacer la preparación de los fósiles, replicas y en general el estudio de los especímenes fósiles. Cuenta con cuatro salas muy bien ambientadas. O"
Huila,San Agustí­n,MUSEO ETNOGRAFICO EL TABLON,https://huila.travel/inventario/63,VEREDA EL TABLÓN,Vereda El Tablón,1.1.4.4,SITYC Huila,2147480000,21%,,22%,"San Agustí­n, Vereda El Tablón.",(1176 reviews),"Colección de piezas de uso en la vida cotidiana de los pueblos que habitaron el sur - occidente de Colombia fabricadas artesanalmente; son estructuras y maquinarias para la transformación de los recursos naturales, para ser movidas por animales o por la fuerza del hombre, no eran autónomas ni impactaban el medio ambiente. Las piezas están en muy buen estado de conservación a tal grado que podrían ser usados en la actualidad. Encontramos el trapiche de madera, el alambique, la prensa para hacer violines entre otras piezas y algunas piezas de cerámica precolombina. Para llegar a San Agustín usted debe tomar la vía Bogotá - Neiva (306 Km), Neiva - Pitalito (189 Km) y Pitalito - San Agustín (38 Km), El Tablón está ubicado a 2 Km de el casco urbano de San Agustín en la vereda El Tablón, 1.5 Km por el anillo turístico y 500 mts por un camino de herradura."
Huila,La Argentina,MUSEO ETNOGRAFICO FINCA BARRANQUILLA,https://huila.travel/inventario/151,VEREDA BETANIA,,1.1.4.4,SITYC Huila,2147480000,16%,,15%,"La Argentina, NA.",(1176 reviews),"Colección de piezas de uso diario de las comunidades campesinas que habitaron la región, algunos objetos artesanales y otros ya producto de la industria, conservados en su mayoría en buen estado. Están ubicados en una casa campesina de bahareque y sus propietarios quienes han recibido por tradición oral la información de usos y aplicaciones pueden hacer una muy buena interpretación. El museo cuenta con algunas piezas en Cerámica y Lítica encontradas en el lugar y es punto de referencia para la cerámica denominada Barranquilla Crema. Ubicado a 4 Km del casco urbano en la vereda Betania. El municipio de La Argentina esta ubicado a 153 Km de la ciudad de Neiva. 116 km por una vía pavimentada en muy buen estado, hasta el municipio de La Plata y de allí por una vía sin pavimentar 23 Km por la vía La Plata, Belén , Popayán y 14 Km tomando un desvió en el centro poblado de Gallego."
Huila,Neiva,Museo Jorge Villamil Cordovez,https://huila.travel/inventario/287,0,Carrera 5 No. 21 - 81,41001.1.1.1.4.4.7.5961,SYTIC,0,19%,,22%,"Neiva, Carrera 5 No. 21 - 81.",(1176 reviews),Colección de objetos personales reconocimientos y objetos alusivos a la vida y obra del compositor de Las Américas Jorge Villamil Cordovez. Su guitarra su tiple y una vitrola hacen parte de la colección así como una réplica tipo maqueta de la casa de la hacienda El Cedral lugar donde nació el compositor. Integran también el museo algunos de sus muebles antiguos su escritorio fotografías y condecoraciones hacen parte de la muestra la cual surge como iniciativa de un grupo de amigos y admiradores del compositor que constituyó una fundación para acopiar objetos significativos del autor y recuperar rasgos de su memoria. Su objetivo principal es promocionar y difundir la producción artística del Maestro Jorge Villamil Cordovez y de los demás compositores e intérpretes musicales y autores literarios cuya producción exalte los valores culturales las costumbres y la raza de los habitantes del Alto Magdalena. El museo funciona en el bloque de la Biblioteca Departamental del Centro Cultural y de Convenciones José Eustasio Rivera La Gobernación del Huila declara la Colección de Bienes Muebles que integran el Museo de la Huilensidad Jorge Villamil Cordovez como Patrimonio Cultural del departamento del Huila” a través del decreto 3931 del 2015. 0
Huila,Neiva,MUSEO JORGE VILLAMIL CORDOVEZ,https://huila.travel/inventario/128,CASCO URBANO DE LA CIUDAD DE N,CARRERA 5 # 21-81 BLOQUE CULTU,1.1.4.4,SITYC Huila,2147480000,21%,,15%,"Neiva, CARRERA 5 # 21-81 BLOQUE CULTU.",(1176 reviews),"Cuenta con una colección de cerca de 80 piezas personales del maestro Jorge Villamil Cordovez. Su guitarra, tiple y vitrola entre otros objetos. Se destaca una réplica de la hacienda cafetera El Cedral donde nació el insigne ""Compositor de Las Américas"". Además guarda los muebles personales de su oficina cuando se desempeñaba como médico, en el anterior hospital de San Miguel. Presenta una valiosa colección de premios: discos de oro, platino, trofeos, medallas de honor como la Cruz de Boyacá, placas de reconocimiento de varios países entre ellos México, Rusia, USA de la Asociación de Actores de Hollywood entre otros. Resulta valioso para la ciudad reconocer el aporte al acervo cultural neivano y huilense en la organización y desarrollo del Festival del Bambuco y elementos a portantes para el folclor, no solo para el Huila, sino a las diferentes regiones del país. Ubicado en el Centro Cultural y de Convenciones José Eustasio Rivera. Neiva está Ubicada a 306 Km al sur de la ciudad de Bogotá, por una vía en muy buenas condiciones. Se puede llegar por vía aérea."
Huila,Villavieja,Museo La Tormenta,https://huila.travel/inventario/176,Vereda El Líbano,Vereda El Líbano Villavieja,1.1.4.4,SYTIC,3127890000,18%,,12%,"Villavieja, Vereda El Líbano Villavieja.",(1176 reviews),"Colección de cerca de 5000 piezas fosilíferas de animales y plantas, provenientes del mioceno medio, en el que existía en al zona un bosque pantanoso de vegetación exuberante y megafauna, conformada por mamíferos reptiles y aves de gran tamaño. El museo es una iniciativa privada y ha sido organizado en una sala en una construcción rustica de madera y guadua, en medio del Desierto de La Tatacoa. Se encuentra allí algunos fragmentos de cerámica y lítica indígena precolombina. Ubicado a 16 km del casco urbano del municipio de Villavieja, 6 Km por la vía que conduce a Sana Alfonso y 10 Km por el anillo turístico, desde el cruce de piscilodo"
Huila,Villavieja,MUSEO PALEONTOLOGICO VILLAVIEJA,https://huila.travel/inventario/22,CASCO URBANO DE VILLAVIEJA,Calle 4 No 3-53 Parque Princip,1.1.4.4,SITYC Huila,8797740,21%,,28%,"Villavieja, Calle 4 No 3-53 Parque Princip.",(1176 reviews),"La colección se encuentra distribuida en las tres salas, que guiarán al visitante hacia una magnífica visión de la fauna de La Venta, en el desierto de la Tatacoa duran el periodo del Mioceno: sala de mamíferos, sala de ambientes y sala de reptiles. Cuenta con aproximadamente 550 fósiles, se destacan las formaciones Honda y La Venta donde afloran estos vestigios del pasado. El museo se organizó en el año de 1985, producto de una rigurosa investigación por parte del Dr Carlos Villaroel (Paleontólogo) y Javier Guerrero (Geólogo), ha contado con el aporte e interés de la comunidad local y personas de instituciones públicas y religiosa. Está ubicado en la antigua Casa Cural de Villavieja al lado de la Capilla Doctrinera de Santa Bárbara (Patrimonio Cultural de La Nación), donde durante algún tiempo funcionara el hoy Museo Paleontológico de Villavieja ""Más allá del Tiempo"" renovado en su presentación y guión interpretativo Villavieja está Ubicada a 37 Km de la ciudad de Neiva, por una carretera pavimentada."
Huila,San Agustí­n,MUSEO PARQUE ARQUEOLÓGICO DE SAN AGUSTÍN,https://huila.travel/inventario/9,VEREDA MESITA,KM 3 VEREDA MESITA,1.1.4.4,SITYC Huila,8373040,,,28%,"San Agustí­n, KM 3 VEREDA MESITA.",(1176 reviews),"Colección de artefactos líticos, cerámica, estatuaria y algunos otros objetos de uso que permite al visitante contextualizarse con la evolución de la cultura agustiniana. Consta de cerca de 600 piezas,entre las cuales se destacan un sarcófago Monolítico y otro en madera posiblemente para el entierro de un niño. Muestra los periodos de la cerámica agustiniana, algunos productos alimenticios de la época encontrados en tumbas. Para llegar al Parque Arqueológico de San Agustín usted debe tomar la vía Bogotá - Neiva (306 Km), Neiva - Pitalito (189 Km) y Pitalito - San Agustín (38 Km), el parque se encuentra a 3 Km de esta población. A la ciudad de Neiva se puede llegar por vía aérea"
Huila,San Agustí­n,MUSEO PRECOLOMBINO VILLAREAL,https://huila.travel/inventario/21,CASCO URBANO DE SAN AGUSTÍN,Calle 5 No. 12 - 5,1.1.4.4,SITYC Huila,2147480000,21%,,28%,"San Agustí­n, Calle 5 No. 12 - 5.",(1176 reviews),"Museo privado creado en el año 96, con una colección de cerca de 500 piezas de lítica y cerámica en muy buen estado de conservación, que muestran las diferentes eras de la cultura agustiniana. Se puede diferencia los artefactos de uso diario y los de uso ritual por su forma y el color dejado por el humo; se destacan piezas como un sarcófago monolítico, urnas funerarias, cerámicas en alto relieve, entre muchas otras. Para llegar a San Agustín usted debe tomar la vía Bogotá - Neiva (306 Km), o llegar a Neiva por vía aérea, Neiva - Pitalito (189 Km) y Pitalito - San Agustín (38 Km)."
Huila,Neiva,Museo Prehistórico,https://huila.travel/inventario/288,0,Carrera 1D No. 2A - 01,41001.1.1.1.4.4.7.5963,SYTIC HUILA,0,18%,,20%,"Neiva, Carrera 1D No. 2A - 01.",(1176 reviews),Colección de cerca de 54 piezas que representan la fauna prehistórica y paleontológica de las diferentes épocas formativas del Desierto de la Tatacoa fabricadas en Terracota según su gestor el Señor José Ricardo Garrido que significa tierra cocida. El museo del año 1999 y cuenta con una sola sala donde se encuentran la exhibición y su ambientación simula cárcavas al estilo del Desierto de La Tatacoa. El tamaño de las piezas va desde 40 centímetros a 7 metros de longitud y tres metros de alto cuenta con iluminación artificial y avisos explicativos en español. 0
Huila,Neiva,MUSEO PREHISTORICO,https://huila.travel/inventario/155,CASCO URBANO DE NEIVA,CARRERA 1H # 1Ã‚Âª -02. BAJO E,1.1.4.4,SITYC Huila,2147480000,12%,,12%,"Neiva, CARRERA 1H # 1Ã‚Âª -02. BAJO E.",(1176 reviews),"Presenta una reproducción escultórica de animales prehistóricos mostrando un testimonio del pasado y el proceso de la evolución en el planeta tierra. Las obras están elaboradas en terracota que significa ""Tierra Cocida"" y su ambientación es una réplica de los estoraques y cárcavas en el Desierto de La Tatacoa. Alrededor de 54 piezas que van desde los 40 centímetros hasta los 7 metros de longitud y 3 metros de altura. Sobre el extremo sur del Malecón Del Río Magdalena. Neiva está Ubicada a 306 Km al sur de la ciudad de Bogotá, por una vía en muy buenas condiciones. Se puede llegar por vía aérea."
Huila,Villavieja,OBSERVACIÓN ASTRONÓMICA,https://huila.travel/inventario/39,,,1.6.1,SITYC Huila,0,,,,"Villavieja, NA.",(1176 reviews),La
Huila,Villavieja,OBSERVATORIO ASTRONOMICO DE LA TATACOA,https://huila.travel/inventario/20,VEREDA EL CUZCO,,1.1.4.3,SITYC Huila,8797740,21%,,18%,"Villavieja, NA.",(1176 reviews),"Observatorio astronómico con un telescopio electrónico Meade de 10 pulgadas tipo Smith Cassegrain, montado en una terraza con una cubierta tipo cúpula giratoria. Además cuenta con un edificio que presta servicios sanitarios, restaurante, zona para camping, terraza (propicia para admirar el paisaje y realizar actividades de observación celeste), además cuenta con un aula con capacidad para 30 personas. 7 Km por la vía pavimentada del casco urbano de Villavieja al desierto de la Tatacoa. Villavieja está Ubicada a 37 Km de la ciudad de Neiva, por una carretera pavimentada."
Huila,Villavieja,Observatorio Astrosur,https://huila.travel/inventario/417,Vereda Palmira,Vereda Palmira,,Sityc Huila,310,,,,"Villavieja, Vereda Palmira.",(1176 reviews),"Observatorio Astronómico de carácter privado, que aprovecha las condiciones climáticas y la baja contaminación lumínica del Desierto de La Tatacoa para observación astronomía, Investigación y astrofotografía, el sitio tiene un amplio espacio para recibir visitantes que llegan a charlas diarias sobre astronomía que incluyen observación de la cúpula celeste, telescopios para ese mismo fin, dos torres con cúpula giratoria y telescopios electrónicos para investigación y astrofotografía, parqueadero, cafetería y servicios sanitarios. Desde el parque Central del municipio de Villavieja 6.6 Km por vía pavimentada hasta el centro de Visitantes del Cusco y por la misma vía en afirmado 1.8 Km hasta El Observatorio."
Huila,Neiva,PALACIO DE LOS NIÑOS,https://huila.travel/inventario/91,CASCO URBANO DE LA CIUDAD DE N,CALLE 21 ENTRE CARRERA 2 Y 1,1.1.4.5,SITYC Huila,0,21%,,24%,"Neiva, CALLE 21 ENTRE CARRERA 2 Y 1.",(1176 reviews),"Zona de recreación para los niños y jóvenes, cuenta con un infraestructura adecuada para la práctica del patinaje, skateboard, aeróbicos, entre otras actividades. Tiene un juego de agua con chorros, plazoleta de comidas, tarima y edificios para la instalación de museos, además posee facilidad de parqueadero. Frente al cementerio Central de Neiva. Neiva está Ubicada a 306 Km al sur de la ciudad de Bogotá, por una vía en muy buenas condiciones. Se puede llegar por vía aérea."
Huila,Garzón,Palacio Episcopal de Garzón,https://huila.travel/inventario/247,GARZON,Calle 6 No. 7 - 14,41298.1.1.1.3.5.2.5355,SYTIC,0,20%,,28%,"Garzón, Calle 6 No. 7 - 14.",(1176 reviews),El Palacio Episcopal es una edificación de dos plantas con igual número de cuerpos articulados sobre un jardín o patio central. Está edificado con mampostería de ladrillo y en teja de barro con aleros para la cubierta. En su exterior su fachada hace juego con la de la catedral a base de pilastras de ladrillo entre las que se disponen los diversos vanos la puerta de entrada es un arco de medio punto enmarcado por elementos decorativos provenientes del neoclásico. Curiosamente el tratamiento de la fachada se limita a la colindante con la catedral más en su interior aparece totalmente ajeno a ella seguramente debido a sus intervenciones. El Palacio Episcopal es la sede y residencia oficial del obispo siendo la capital diocesana del departamento del Huila. 0
Huila,Yaguará,Parque Ángel María Paredes,https://huila.travel/inventario/230,yaguara,Carrera 4 No. 3 - 31,41885.1.1.2.2.6.1.5210,SYTIC,0,18%,,27%,"Yaguará, Carrera 4 No. 3 - 31.",(1176 reviews),El Parque Principal de Yaguara conocido como también como Parque Ángel María Paredes es para el municipio el lugar donde se desarrollan actividades culturales recreativas políticas y sociales. Su planificación fue fruto de la renovación urbanística liderada por el párroco Diego Quintero Tobar en el siglo XIX. Es de forma rectangular y tiene como característica ser uno de los parques más grandes del departamento del Huila. El parque está arborizado principalmente con samanes y tiene espacios para el disfrute del lugar alamedas bancas y zonas verdes. En el parque se encuentra el monumento a Juan Vaquero que hace referencia a uno de los principales sectores de la economía local la ganadería y la práctica cultural de la vaquería. 0
Huila,Isnos,PARQUE ARQUEOLÓGICO ALTO DE LOS ÍDOLOS,https://huila.travel/inventario/12,VEREDA ALTO DE LOS ÍDOLOS,PARQUE ARQUEOLOGICO ALTO DE LO,1.4.3.,SITYC Huila,2147480000,21%,,,"Isnos, PARQUE ARQUEOLOGICO ALTO DE LO.",(1176 reviews),"Ubicado sobre dos explanaciones artificiales unidas por un terraplén también artificial de cerca de 300 Mts, en forma de herradura. Es uno de los conjuntos funerarios mejor conservados de la cultura agustiniana, con estatuaria antropomorfa y zoomorfa de grandes dimensiones. Sarcófagos en piedra y pinturas en la estatuaria y en las paredes de la Tumbas. El paisaje es espectacular. Fue declarado patrimonio de la humanidad en 1995 por la UNESCO. Abierto al publico todos los días de 8 am a 4:30 pm. El ingreso tiene un costo de: Niños de 7 a 15 años $5.000, Adultos Colombianos $10.000, Adultos extranjeros 15.000, los niños de hasta 6 años entran gratis. Este valor incluye la visita al Parque Alto de las Piedras y se puede comprar un combo para Alto de los Ídolos y San Agustín por; $8.000, $16.000 y $25.000 respectivamente. Ubicado a 5 Km del casco urbano de Isnos, población Localizada a 228 Km de la ciudad de Neiva por un vía pavimentada en muy buen estado, pasando por Pitalito ubicado a 189 Km de Neiva"
Huila,Isnos,PARQUE ARQUEOLÓGICO ALTO LAS PIEDRAS,https://huila.travel/inventario/13,VEREDA LAS DELICIAS,EL ADMINISTRADOR TIENE SEDE EN,1.4.3,SITYC Huila,2147480000,21%,,28%,"Isnos, EL ADMINISTRADOR TIENE SEDE EN.",(1176 reviews),"Ubicado en una pequeña colina en forma de herradura, forma que se le dio artificialmente a través de aterrazamientos y rellenos. El sitio cuenta con varias tumbas ubicadas en cuatro montículos, donde sobresale una tumba principal en el centro del montículo norte de la Herradura, revestida por tres lajas de piedra en sus costados, con tres grandes piedras como cubierta y con evidentes signos de policromía. En el sitio fueron encontradas 11 estatuas dejadas en la superficie por guaqueros, de las cuales sobresale una que representa dos figuras humanas una sobre la otra con tocado y algunos rasgos de animales, como la dentadura con colmillos Ubicada a 5 Km del casco urbano del municipio de Isnos, por una vía sin pavimentar que conduce a el corregimiento de Bordones. Isnos, esta ubicada a 228 Km de la ciudad de Neiva por un vía pavimentada en muy buen estado, pasando por Pitalito ubicado a 189 Km de Neiva"
Huila,San Agustí­n,PARQUE ARQUEOLÓGICO DE SAN AGUSTÍN,https://huila.travel/inventario/1,Vereda Mesitas,Km 3 verda Mesitas,1.4.3,SITYC Huila,8373040,,,28%,"San Agustí­n, Km 3 verda Mesitas.",(1176 reviews),"Uno de los sitios arqueológicos mas importantes de Colombia, en medio de montañas cañones y desfiladeros, donde antiguos pobladores dejaron para la posteridad una colección de estatuas monumentales, tallas en piedra, sarcófagos monolíticos y petroglifos, localizados en mesetas y montículos artificiales. El parque es sede de un museo y una biblioteca especializada e incluye el bosque de las estatuas, el complejo de las mesitas A, B y D, la fuente ceremonial del Lavapatas y el alto del Lavapatas. Fue declarado por la Unesco como patrimonio de la Humanidad en diciembre de 1995. Abierto al publico todos los días de 8 am a 4:30 pm. El ingreso tiene un costo de: Niños de 7 a 15 años $5.000, Adultos Colombianos $10.000, Adultos extranjeros 15.000, los niños de hasta 6 años entran gratis. Se puede comprar un combo para San Agustín y Alto de los Ídolos por; $8.000, $16.000 y $25.000 respectivamente. Para llegar al Parque Arqueológico de San Agustín usted debe tomar la vía Bogotá - Neiva (306 Km), Neiva - Pitalito (189 Km) y Pitalito - San Agustín (38 Km), el parque se encuentra a 3 Km de esta población. A la ciudad de Neiva se puede llegar por vía aérea."
Huila,San Agustí­n,PARQUE ARQUEOLOGICO MUSEO DE OBANDO,https://huila.travel/inventario/11,CENTRO POBLADO DE OBANDO,CENTRO POBLADO DE OBANDO,1.1.4.4,SITYC Huila,2147480000,21%,,28%,"San Agustí­n, CENTRO POBLADO DE OBANDO.",(1176 reviews),"Importante colección de cerámica y lítica agustiniana con representaciones pictóricas de la evolución de la cultura precolombina del lugar y las relaciones chamánicas de los antiguos pobladores de la región agustiniana con los animales y las plantas de poder; con la evolución de los pueblos desde la recolección a la agricultura. El museo esta rodeado por un parque arqueológico muy representativo por sus tumbas de cancel y semi cancel. Atiende de 8AM a 6 PM y tiene un costo de $2000.oo la entrada por persona Localizado a 18 Km del casco urbano de San Agustín por el anillo turístico. Para llegar a San Agustín usted debe tomar la vía Bogotá - Neiva (306 Km), o llegar a Neiva por vía aérea, Neiva - Pitalito (189 Km) y Pitalito - San Agustín (38 Km)."
Huila,Rivera,Parque Central Rivera,https://huila.travel/inventario/214,rivera,Calle 4a entre carreras 7 y 6,41615.1.1.2.2.6.1.5283,SYTIC,0,18%,,26%,"Rivera, Calle 4a entre carreras 7 y 6.",(1176 reviews),Fue construido como eje del desarrollo del poblado al estilo de las villas españolas que tienen una cuadrícula central y manzanas alrededor. Este parque se inició a construir en el año de 1888 aun cuando Rivera no era municipio sino un corregimiento de Neiva llamado San Mateo. Con el paso de los años ha sido modificado y en la actualidad es una plaza con pisos de concreto y sardineles de ladrillo en el parque hay árboles de mango araucarias acacias gualanday y palmas de diferentes especies. En el centro del parque se erige un monumento en ferroconcreto con acabados en cerámica con el busto en bronce de José Eustasio Rivera. 0
Huila,Neiva,Parque de la Música Jorge Villamil Cordovez,https://huila.travel/inventario/289,0,Carrera 8 entre calle 5 y 6,41001.1.1.2.2.6.1.5964,SYTIC HUILA,0,20%,,24%,"Neiva, Carrera 8 entre calle 5 y 6.",(1176 reviews),Cuenta con 5.018 metros cuadrados de área construida distribuidos en tres bloques uno de escenarios cafetería baños y vestidores otro de graderías con un aforo de 5.500 personas en un sistema de asientos de polipropileno y un bloque de oficinas y espacios cerrados cuenta con especies nativas de flora a las que el maestro Jorge Villamil Cordovez les cantó como el caracolí samán y la mata de guadua El parque rinde homenaje al maestro Jorge Villamil compositor de las Américas. Fue entregado en el año 2016 y en el año del 2017 fue reconocido como una de las mejores obras de Colombia en diseño ejecución y demás ítem arquitectónicos en los Premios Obras Cemex recibió el premio especial de Valor Social que se destaca por ser un espacio de renovación urbana donde la familia se reúne para disfrutar y crear recuerdos juntos así mismo se valora como un sitio de identificación y orgullo ciudadano.El lugar está destinado a la realización de eventos pero a diario se puede visitar y encontrar parejas o grupos practicando danzas folclóricas. Está rodeado de zonas verdes y jardines. 0
Huila,Neiva,Parque Isla del Mohán,https://huila.travel/inventario/290,0,Avenida Circunvalar con calle 10,41001.1.1.2.2.6.1.5965,SYTIC HUILA,0,12%,,18%,"Neiva, Avenida Circunvalar con calle 10.",(1176 reviews),asociadas a este ecosistema y al río. En la actualidad el parque presenta una importante restauración natural del bosque y la recuperación de puentes y senderos adoquinados para facilitar el acceso al público y el disfrute del ecosistema y su biodiversidad el parque cuenta con un registro de 84 especies de aves y hay reportes de avistamiento de iguanas caimanes y babillas.En el año 2002 cuando se dio apertura al mirador del Mohan el parque se habilito más aún no se encontraba listo con los servicios que se planificaron su objetivo era el de recrear la mitología en torno a mitos y leyendas sobre el mohan y su relación con los pescadores las mujeres y el recurso hídrico posteriormente se adecuaron senderos ecológicos ciclo rutas y puerto para recorridos en bote. Actualmente se encuentra en remodelación. Se le conoce también como Parque Isla del Magdalena o Parque Isla de la Gaitana. 0
